status,priority,book,subject,page,numberCandidate,markerType,ocrLine,ocrPreview,extractedIds,extractedQuestion
추출됨,낮음,최신 발전공학,발전공학,550,17.17,word,"( 예제17.17 품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라,","( 예제17.17 품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라, (1) 설비 이용률 (2) 시간 가동률",ex-generation-0550-01,"품력발전의 운전특성을 나타내는 데 사용되는 아래의 용어를 설명하라, (1) 설비 이용률 (2) 시간 가동률 1. 설비 이용률(80801 Factor) 풍력발전에서의 설비이용률은 주어진 풍력발전장치가 어느 기간에 최대의 발전 능력(정격출력)으로 발전했을 때의 출력에 대한 그 기간의 실제의 발전량의 비율 을 말한다. 일반적으로는 연간발전량으로 비교하기 때문에 그 풍력발전장치의 1년간의 발전량을 "
추출됨,낮음,최신 발전공학,발전공학,550,17.18,word,( 예제 17.18 최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까,( 예제 17.18 최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까 지의 개발현황과 앞으로의 개발전망에 대해서 간단히 설명하여라.,ex-generation-0550-02,최근 풍력발전에서 양상풍력발전의 도입이 크게 증대하고 있다고 한다. 이제까 지의 개발현황과 앞으로의 개발전망에 대해서 간단히 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,554,17.19,word,( 예제 17.19 해양 온도차 발전의 문제점에 대해서 설명하여라.,( 예제 17.19 해양 온도차 발전의 문제점에 대해서 설명하여라. 해양 온도차 발전에서는 다음과 같은 문제점이 있다.,ex-generation-0554-01,해양 온도차 발전의 문제점에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,554,17.20,word,"(이제17.20 온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao","(이제17.20 온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao 로 하는 열기관을 생각해 본다. 이와 같은 열기관의 실현은 실제로 가능한 것인",ex-generation-0554-02,"온도 30[×ㅇ의 표층해수와 온도 5[6ㅁ의 심층해수를 각각 고온, 저온의 Wao 로 하는 열기관을 생각해 본다. 이와 같은 열기관의 실현은 실제로 가능한 것인 지 검토하여라 ( 카르노 열기관의 효율을 참조해서 검토할 것)."
추출됨,낮음,최신 발전공학,발전공학,568,7.21,word,( 예제 7.21 1차 전지와 2차 전지에 대해서 설명하여라.,( 예제 7.21 1차 전지와 2차 전지에 대해서 설명하여라. 오늘날 전기 SAIS 이용해서 건전지라든지 자동차에서 사용하는 납축전지 등 이 널리 사용되고 있다. 건전지 내에는 그림 17.44 (8)처럼 1400 와 22이 밀페된 상,ex-generation-0568-01,1차 전지와 2차 전지에 대해서 설명하여라.
추출됨,낮음,최신 발전공학,발전공학,590,18.2,word,(에제 18.2 낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라.,"(에제 18.2 낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라. Qulm1(Q, ×10 [66))의 몰을 him] 낙하시켰을 때 얻어질 일(위치 에너지) We ,",ex-generation-0590-01,낙차 100[7의 양수 발전소가 있다. 단위 수량당의 저장 에너지를 구하여라.
추출됨,낮음,최신 발전공학,발전공학,606,18.3,word,(에제 18.3 열에너지 저장에서의 축열에 관해서 설명하여라.,"(에제 18.3 열에너지 저장에서의 축열에 관해서 설명하여라. 열이라는 에너지 SAS 바꾸지 않고 열원의 발생량과 수용가의 소비열량과의 시간 A, 공간적인 AS 없애는 기능을 가진 것을 축열이라고 부른다.",ex-generation-0606-01,열에너지 저장에서의 축열에 관해서 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,36,1.5,word,(의제 1.5 j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라.,(의제 1.5 j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라. A B 기설 송전선,ex-song-0036-01,j 그림 1102 같은 1분기 선로 및 7분기 선로의 차이점을 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,44,1.9,word,( 에제 1.9 우리나라의 송전설비 현황과 그 발달 과정을 설명하라.,"( 에제 1.9 우리나라의 송전설비 현황과 그 발달 과정을 설명하라. 그림 1.18~그림 1.159] 보는 바와 같이 초창기(1950년대)에는 154[eV] 방사상 계통 에서 환상망 계통으로 운영하다가 1980년대부터는 송전전압이 345[611로 격상,",ex-song-0044-02,"우리나라의 송전설비 현황과 그 발달 과정을 설명하라. 그림 1.18~그림 1.159] 보는 바와 같이 초창기(1950년대)에는 154[eV] 방사상 계통 에서 환상망 계통으로 운영하다가 1980년대부터는 송전전압이 345[611로 격상, 84504] 망상계통으로 확충되었다. 그 후 경제성장을 거듭하면서 수요가 크게 늘어나 각처에 대용량 화력발전단지, 대용 량 원자력발전단지가 들어서면서 다시 "
추출됨,낮음,최신 송배전공학,송배전공학,44,17,word,( 의제17 j SHAS 765(kV]Z 격상시켰을 경우에 AS 수 있는 효과는,"( 의제17 j SHAS 765(kV]Z 격상시켰을 경우에 AS 수 있는 효과는 1. 대규모 전력 수송이 용이(34506]에 비해 8.4배 중대) 2, 건설에 필요한 소요용지 최소화(34506 ]의 53[%] 경감)",ex-song-0044-01,"j SHAS 765(kV]Z 격상시켰을 경우에 AS 수 있는 효과는 1. 대규모 전력 수송이 용이(34506]에 비해 8.4배 중대) 2, 건설에 필요한 소요용지 최소화(34506 ]의 53[%] 경감) 3. 전력 손실 감소(345[6]보다 20[%] 정도 감소) 4. 전력계통의 안정도 향상 5. 국내 전략 분야 기술 도약으로 국제 경쟁력 향상 Cora 1.8 if 우리나라의 SHASS 7O"
추출됨,낮음,최신 송배전공학,송배전공학,58,21,word,"( 여제 21 j 경동선을 77KVIA 송전선에 사용할 SS 최대 송전 AAS 30,000[kw], 역률","( 여제 21 j 경동선을 77KVIA 송전선에 사용할 SS 최대 송전 AAS 30,000[kw], 역률 을 0.8로 하면 얼마만한 F712] 전선이 가장 경제적으로 되겠는가 Et 전선 1 9]의 가격은 9,000[원/(9], 전기 BSS 54[원/ 1], p=0.1,",ex-song-0058-01,"j 경동선을 77KVIA 송전선에 사용할 SS 최대 송전 AAS 30,000[kw], 역률 을 0.8로 하면 얼마만한 F712] 전선이 가장 경제적으로 되겠는가 Et 전선 1 9]의 가격은 9,000[원/(9], 전기 BSS 54[원/ 1], p=0.1, 송전 선로의 연간 이용듈온 60[%]라고 한다. 켈빈의 법칙에 따라 송전 선로의 연간 이용률이 60[%(이므로 가장 경제적인 전류 밀도는 "
추출됨,낮음,최신 송배전공학,송배전공학,63,2.3,word,(이제 2.3 j 38[mm ]2] 경동 연선을 사용해서 높이가 같고 경간이 330[]인 철탑에 가선,"(이제 2.3 j 38[mm ]2] 경동 연선을 사용해서 높이가 같고 경간이 330[]인 철탑에 가선 하는 경우 OEE 얼마인가 단, 이 경동 AM] 인장 하중은 1180[(9], 안전율 은 2.2이고 전선 자체의 무게는 0.348[9/00]라고 한다.",ex-song-0063-01,"j 38[mm ]2] 경동 연선을 사용해서 높이가 같고 경간이 330[]인 철탑에 가선 하는 경우 OEE 얼마인가 단, 이 경동 AM] 인장 하중은 1180[(9], 안전율 은 2.2이고 전선 자체의 무게는 0.348[9/00]라고 한다. 인장 하중이 1480[681이고 HAL] 8.8이므로 최대 사용 장력 Ty =~ orate T= Tp = Tyt+wD = Ty +0.348D) 이도 DE "
추출됨,낮음,최신 송배전공학,송배전공학,63,2.5,word,( 예제 2.5 j 평평한 RUA 같은 장력으로 가선된 2경간의 이도가 각각 4[m] 및 9[07]였다.,"( 예제 2.5 j 평평한 RUA 같은 장력으로 가선된 2경간의 이도가 각각 4[m] 및 9[07]였다. 여기서, 중간 지지점에서 전선이 떨어져서 처지게 되었다고 하면 이도는 얼마로 되겠는가 단, 지지점의 높이는 모두 다 같다고 하고 전선의 신장은 무시하는 것",ex-song-0063-02,"j 평평한 RUA 같은 장력으로 가선된 2경간의 이도가 각각 4[m] 및 9[07]였다. 여기서, 중간 지지점에서 전선이 떨어져서 처지게 되었다고 하면 이도는 얼마로 되겠는가 단, 지지점의 높이는 모두 다 같다고 하고 전선의 신장은 무시하는 것 으로 한다."
추출됨,낮음,최신 송배전공학,송배전공학,87,3.2,word,"( 에제 3.2 j 전압 66[kV], 주파수 6O[Hz], 길이 12[17]의 34 3선식 1회선 지중 송전 선로","( 에제 3.2 j 전압 66[kV], 주파수 6O[Hz], 길이 12[17]의 34 3선식 1회선 지중 송전 선로 가 있다. 케이블의 심선 1선당의 정전 용량이 0.4[//1070]라고 할 때 이 선로의 3 상 무부하 충전 ARIA] 및 충전 용량[ / ]을 구하여라.",ex-song-0087-01,"j 전압 66[kV], 주파수 6O[Hz], 길이 12[17]의 34 3선식 1회선 지중 송전 선로 가 있다. 케이블의 심선 1선당의 정전 용량이 0.4[//1070]라고 할 때 이 선로의 3 상 무부하 충전 ARIA] 및 충전 용량[ / ]을 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,101,3.3,word,( 예제 3.3 j 발송배전 설비에서 가장 많이 사용되고 있는 케이블 3가지를 들고 이들의 SAS,( 예제 3.3 j 발송배전 설비에서 가장 많이 사용되고 있는 케이블 3가지를 들고 이들의 SAS 설명하여라. 전력 케이블은 3.3절에서 설명한 바와 같이(그림 3.5 참조) 여러 가지 것이 있으나 실제,ex-song-0101-01,j 발송배전 설비에서 가장 많이 사용되고 있는 케이블 3가지를 들고 이들의 SAS 설명하여라.
추출됨,낮음,최신 송배전공학,송배전공학,136,4.3,word,(여제 4.3 if 7/3.7[0717]인 경동 연선(반지름 0.555[07])을 그림 4.24처럼 배치한 완전 연,"(여제 4.3 if 7/3.7[0717]인 경동 연선(반지름 0.555[07])을 그림 4.24처럼 배치한 완전 연 가의 1회선 송전선이 있다. 이 선로의 IkmIF 작용 인덕턴스, 작용 정전 용량 및 대지 정전 SS 구하여라. Ct, 지표 위의 높이는 이도(010)의 영향을 고려한",ex-song-0136-01,"if 7/3.7[0717]인 경동 연선(반지름 0.555[07])을 그림 4.24처럼 배치한 완전 연 가의 1회선 송전선이 있다. 이 선로의 IkmIF 작용 인덕턴스, 작용 정전 용량 및 대지 정전 SS 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,137,4.4,word,( 이제 4.4 j 3상 1회선의 송전 선로에 3상 전압을 인가해서 충전하였을 때 전선 1선에 흐르는,"( 이제 4.4 j 3상 1회선의 송전 선로에 3상 전압을 인가해서 충전하였을 때 전선 1선에 흐르는 충전 ARE 32[4], 또 3선을 일괄해서 이것과 대지간에 위와 같은 선간 전압의 Fe 인가해서 중전하였을 때 전 충전 전류는 60[4]였다. 이때 전선 1선의 대",ex-song-0137-01,"j 3상 1회선의 송전 선로에 3상 전압을 인가해서 충전하였을 때 전선 1선에 흐르는 충전 ARE 32[4], 또 3선을 일괄해서 이것과 대지간에 위와 같은 선간 전압의 Fe 인가해서 중전하였을 때 전 충전 전류는 60[4]였다. 이때 전선 1선의 대 지 정전 용량과 선간 정전용량과의 비를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,154,4.9,word,"(이제 4.9 66[4],1회선 송전 선로에서 1선의 리액턴스가 22[ㅇ1], 전류가 ZOOLA]A 때 %","(이제 4.9 66[4],1회선 송전 선로에서 1선의 리액턴스가 22[ㅇ1], 전류가 ZOOLA]A 때 % 리액턴스는 얼마인가 먼저 주어진 데이터로부터 기준 용량 Pek 구하면",ex-song-0154-01,"66[4],1회선 송전 선로에서 1선의 리액턴스가 22[ㅇ1], 전류가 ZOOLA]A 때 % 리액턴스는 얼마인가 먼저 주어진 데이터로부터 기준 용량 Pek 구하면 P, = V3 VI= V3x 66 x 300 = 34,293.6[kVA] 따라서, _ 2 Py _ 22% 34,2036 _ 가 아아 0 (66) 1732[%] (94 4.10 j 송전단에서는 발전기 전압 6.6[kVIE 66(kVI"
추출됨,낮음,최신 송배전공학,송배전공학,160,4.12,word,(예제 4.12 j 그림 4.41과 같은 154[kV] 계통이 있다. 각 기기 및 선로의 용량[ / ]별 %임피,"(예제 4.12 j 그림 4.41과 같은 154[kV] 계통이 있다. 각 기기 및 선로의 용량[ / ]별 %임피 던스 값은 그림에 기입한 값과 같다고 할 때 10,000[kVA] 기준으로 환산한 점 에서 본 합성 임피던스를 구하여라.",ex-song-0160-01,"j 그림 4.41과 같은 154[kV] 계통이 있다. 각 기기 및 선로의 용량[ / ]별 %임피 던스 값은 그림에 기입한 값과 같다고 할 때 10,000[kVA] 기준으로 환산한 점 에서 본 합성 임피던스를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,161,4.13,word,"(의제 4.13 그림 4.43 (8)에 나타낸 바와 같은 계통이 있다. 이 계통에 대해서 100,000[ 4 ]","(의제 4.13 그림 4.43 (8)에 나타낸 바와 같은 계통이 있다. 이 계통에 대해서 100,000[ 4 ] 를 기준 용량으로 한 %임피던스도는 그림 4.43 (b)2 같다고 한다. 선로의 점에서 본 전계통의 %.를 구하여라. 단, 변압기 TE 3권선 변압기로서 00,000[ 4]",ex-song-0161-01,"그림 4.43 (8)에 나타낸 바와 같은 계통이 있다. 이 계통에 대해서 100,000[ 4 ] 를 기준 용량으로 한 %임피던스도는 그림 4.43 (b)2 같다고 한다. 선로의 점에서 본 전계통의 %.를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,171,4.15,word,"(의제 4.15 j 154[kV], 60[Hz]2] 3상 송전선이 있다. 전선으로서는 37/2.6[0001], 강심 알루","(의제 4.15 j 154[kV], 60[Hz]2] 3상 송전선이 있다. 전선으로서는 37/2.6[0001], 강심 알루 미늄선(지름 1.82[07])을 쓰고 2 = 430[cm] 2] 정3각형 배치로 되어 있다. 기 압 b= 721[mmHg], 71S = 30[ C], 우천의 경우 코로나 임계 전압 및 100]",ex-song-0171-01,"j 154[kV], 60[Hz]2] 3상 송전선이 있다. 전선으로서는 37/2.6[0001], 강심 알루 미늄선(지름 1.82[07])을 쓰고 2 = 430[cm] 2] 정3각형 배치로 되어 있다. 기 압 b= 721[mmHg], 71S = 30[ C], 우천의 경우 코로나 임계 전압 및 100] 당의 코로나 손실을 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,186,5.5,word,"(예제 5.5 j 100[mm ] 경동 연선(7/4.3[0007])을 전선으로 사용한 38 60[Hz], 길이 100","(예제 5.5 j 100[mm ] 경동 연선(7/4.3[0007])을 전선으로 사용한 38 60[Hz], 길이 100 [km], 등가 선간 거리 3[77]의 1회선 송전 선로가 있다. 전선의 사용 온도를 40[ ㅇ] 라고 가정해서",ex-song-0186-01,"j 100[mm ] 경동 연선(7/4.3[0007])을 전선으로 사용한 38 60[Hz], 길이 100 [km], 등가 선간 거리 3[77]의 1회선 송전 선로가 있다. 전선의 사용 온도를 40[ ㅇ] 라고 가정해서 (1) 이 송전 선로를 (가) 집중 임피던스 회로 (나) TS 회로 (다) 7형 회로 로 하였을 때의 등가 회로"
추출됨,낮음,최신 송배전공학,송배전공학,195,5.6,word,(이제 5.6 j HO 300[km]2] 3상 1회선 송전선이 있다. 지금 단위 길이당의 임피던스 및 어,(이제 5.6 j HO 300[km]2] 3상 1회선 송전선이 있다. 지금 단위 길이당의 임피던스 및 어 드미턴스가 각각 2 =rt jx =0.09475 + 7 0.4932[0/km],ex-song-0195-01,"j HO 300[km]2] 3상 1회선 송전선이 있다. 지금 단위 길이당의 임피던스 및 어 드미턴스가 각각 2 =rt jx =0.09475 + 7 0.4932[0/km] y =jwC= 73.325 x 107 [6/km] 라고 한다. HBS 무시한 경우의 이 송전선의 특성 임피던스 2,, 및 전파 ys + 를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,203,5.9,word,(예제 5.9 j 길이 100[07]의 34 3선식 1회선 송전 선로가 있다.,"(예제 5.9 j 길이 100[07]의 34 3선식 1회선 송전 선로가 있다. 이 선로의 저항 r=0.1905[Q/km], 리액턴스 = 0.4821[0/km], 서셉턴스 8= 3.410 ×10 [65/ 07]라 할 때 이 선로의",ex-song-0203-01,"j 길이 100[07]의 34 3선식 1회선 송전 선로가 있다. 이 선로의 저항 r=0.1905[Q/km], 리액턴스 = 0.4821[0/km], 서셉턴스 8= 3.410 ×10 [65/ 07]라 할 때 이 선로의 (1) 4단자 정수 4, 2, , DE 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,206,5.11,word,"(의제 5.11 그림 5.15처럼 송전단 및 수전단 변압기의 임피던스를 각각 , , 2, 라 하고 선","(의제 5.11 그림 5.15처럼 송전단 및 수전단 변압기의 임피던스를 각각 , , 2, 라 하고 선 로의 4단자 정수를 A, 2, C, 2라고 할 때 이 회로의 합성 4단자 정수 Ay, B, Co, DoS 구하여라. .",ex-song-0206-01,"그림 5.15처럼 송전단 및 수전단 변압기의 임피던스를 각각 , , 2, 라 하고 선 로의 4단자 정수를 A, 2, C, 2라고 할 때 이 회로의 합성 4단자 정수 Ay, B, Co, DoS 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,207,5.12,word,(의제 5.12 그림 5.17처럼 정수가 다른 선로가 병렬로 접속되어 있을 경우 이들을 종합한 합,"(의제 5.12 그림 5.17처럼 정수가 다른 선로가 병렬로 접속되어 있을 경우 이들을 종합한 합 성 4단자 정수 Ay, By, , Dy 구하여라. - - in",ex-song-0207-01,"그림 5.17처럼 정수가 다른 선로가 병렬로 접속되어 있을 경우 이들을 종합한 합 성 4단자 정수 Ay, By, , Dy 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,223,5.14,word,(여제 5.14 j 송전 거리 100[km]2] 1회선 3상 SA 선로가 있다. 이 선로의 선로 정수는,"(여제 5.14 j 송전 거리 100[km]2] 1회선 3상 SA 선로가 있다. 이 선로의 선로 정수는 r=0.2[0/km], 2 = 0.5[으/70]라고 한다. 지금 수전단의 부하가 30,000[ 4], 역률 80[%](지상)일 때 송전단 전압을",ex-song-0223-01,"j 송전 거리 100[km]2] 1회선 3상 SA 선로가 있다. 이 선로의 선로 정수는 r=0.2[0/km], 2 = 0.5[으/70]라고 한다. 지금 수전단의 부하가 30,000[ 4], 역률 80[%](지상)일 때 송전단 전압을 77,000[V], 수전단 전압을 70,000[ /]로 유지하고자 한다면 이때 소요될 조상 SBE 얼마[ 81]가 되겠는가 단, 선로의 정전 용량, 송ㆍ수전단의 "
추출됨,낮음,최신 송배전공학,송배전공학,230,5.16,word,(의제 5.16 j 345[kV] 2회선 선로가 있다. 선로 길이가 250[07]이고 선로의 작용 용량이,"(의제 5.16 j 345[kV] 2회선 선로가 있다. 선로 길이가 250[07]이고 선로의 작용 용량이 0.01[//600]라고 한다. 이것을 자기 여자를 일으키지 않고 충전하기 위해서는 최소한 몇 [kVA] 이상의 발전기를 사용하여야 하는가 단, 발전기의 단락비는",ex-song-0230-01,"j 345[kV] 2회선 선로가 있다. 선로 길이가 250[07]이고 선로의 작용 용량이 0.01[//600]라고 한다. 이것을 자기 여자를 일으키지 않고 충전하기 위해서는 최소한 몇 [kVA] 이상의 발전기를 사용하여야 하는가 단, 발전기의 단락비는 11, 포화율은 0.12라고 한다. 선로의 충전 용량을 구하기 위해서는 먼저 1선을 흐르는 충전 전류 를 계산하여야 한 다. L.=2nfCl "
추출됨,낮음,최신 송배전공학,송배전공학,258,6.3,word,( 여제 6.3 j 154[0]의 송전선이 그림과 같이 연가되어 있을 경우 중성점과 대지간에 나타나,"( 여제 6.3 j 154[0]의 송전선이 그림과 같이 연가되어 있을 경우 중성점과 대지간에 나타나 는 잔류 전압을 계산하여라. 단, 전선 1[00]당의 대지 정전 SSS 맨 윗선 0.004[ pF], 가운데선 0.0045[,], 맨 아래선 0.005 ,사]라 하고 다른 선로 정",ex-song-0258-01,j 154[0]의 송전선이 그림과 같이 연가되어 있을 경우 중성점과 대지간에 나타나 는 잔류 전압을 계산하여라.
추출됨,낮음,최신 송배전공학,송배전공학,281,7.4,word,"예제 7.4 154[(01/22.9[60],12,000[/4]의 3상 변압기 1대를 갖는 변전소로부터 길이","예제 7.4 154[(01/22.9[60],12,000[/4]의 3상 변압기 1대를 갖는 변전소로부터 길이 3[1000]의 1회선 고압 배전 MES 공급되는 수용가 인입구에서의 3상 단락 전류 를 구하여라. 또, 이 수용가에 사용하는 차단기로서는 몇 [MVA]O 것이 적당하",ex-song-0281-01,"154[(01/22.9[60],12,000[/4]의 3상 변압기 1대를 갖는 변전소로부터 길이 3[1000]의 1회선 고압 배전 MES 공급되는 수용가 인입구에서의 3상 단락 전류 를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,282,7.5,word,예제 7.5 ( 그림 7.4와 같은 발전소에서 각 유입 차단기(28)의 차단 용량을 계산하여라.,"예제 7.5 ( 그림 7.4와 같은 발전소에서 각 유입 차단기(28)의 차단 용량을 계산하여라. 단, 발전기 6, BB 10,000[KVAI, 40 10[%] 발전기 6, 용량 20,000[kVAI, xe 14[%]",ex-song-0282-01,( 그림 7.4와 같은 발전소에서 각 유입 차단기(28)의 차단 용량을 계산하여라.
추출됨,낮음,최신 송배전공학,송배전공학,289,7.6,word,"예제 7.6 지금 3상 전압이 불평형으로 되어 각각 y,=7.3/12.5 , ,=0.4 / 100 ,","예제 7.6 지금 3상 전압이 불평형으로 되어 각각 y,=7.3/12.5 , ,=0.4 / 100 , = 4.47154 로주어져 있다교할경우 이들의 대칭 성분 Vo, Vi, 를구하여 라.",ex-song-0289-01,"지금 3상 전압이 불평형으로 되어 각각 y,=7.3/12.5 , ,=0.4 / 100 , = 4.47154 로주어져 있다교할경우 이들의 대칭 성분 Vo, Vi, 를구하여 라."
추출됨,낮음,최신 송배전공학,송배전공학,293,7.7,word,"( 이제 7.7 j BA 10[MVA], 무부하 단자 Het 6.6[kV]2 동기 발전기가 있다. 이 발전기의","( 이제 7.7 j BA 10[MVA], 무부하 단자 Het 6.6[kV]2 동기 발전기가 있다. 이 발전기의 대칭분 임피던스는 다음과 같다. 스=0.08+74.38[0]",ex-song-0293-01,"j BA 10[MVA], 무부하 단자 Het 6.6[kV]2 동기 발전기가 있다. 이 발전기의 대칭분 임피던스는 다음과 같다. 스=0.08+74.38[0] Zy = 0.49 + 51.34[Q)] 4 = 0.16 +50.54[Q] 지금 이 발전기의 a, 6, 상의 전기자 권선에 다음과 같은 불평형 전류 4, =338-7516[41 5, =- 146-7474[A] Z,= 108+ 5352[A] "
추출됨,낮음,최신 송배전공학,송배전공학,299,7.9,word,"( 여제 7.9 그림 7.13과 같이 3상 교류 발전기의 6, 상이 단락했을 경우 흐르게 될 고장 전류","( 여제 7.9 그림 7.13과 같이 3상 교류 발전기의 6, 상이 단락했을 경우 흐르게 될 고장 전류 및 각 상에 나타나는 전압을 구하여라.",ex-song-0299-01,"그림 7.13과 같이 3상 교류 발전기의 6, 상이 단락했을 경우 흐르게 될 고장 전류 및 각 상에 나타나는 전압을 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,301,7.10,word,"(의제 7.10 j 그림 7.142 같은 발전기에 대해서 6, 상의 2단자가 접지하였을 경우(2선 접지","(의제 7.10 j 그림 7.142 같은 발전기에 대해서 6, 상의 2단자가 접지하였을 경우(2선 접지 사고)의 지락 전류를 계산하며라. 또, 이때 개방 단자 상의 전압도 구하여라. a io oi",ex-song-0301-01,"j 그림 7.142 같은 발전기에 대해서 6, 상의 2단자가 접지하였을 경우(2선 접지 사고)의 지락 전류를 계산하며라. 또, 이때 개방 단자 상의 전압도 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,311,7.11,word,(의제 7.11 j 그림 7.232 BE 154[kV] 1회선 SAMO] 있다. 선로의 중앙에서 141 지락 고장,"(의제 7.11 j 그림 7.232 BE 154[kV] 1회선 SAMO] 있다. 선로의 중앙에서 141 지락 고장 이 발생하였을 경우 지락 전류의 크기를 구하여라. 단, 각 부분의 정수는 cheap 같다고 한다.",ex-song-0311-01,j 그림 7.232 BE 154[kV] 1회선 SAMO] 있다. 선로의 중앙에서 141 지락 고장 이 발생하였을 경우 지락 전류의 크기를 구하여라.
추출됨,낮음,최신 송배전공학,송배전공학,312,7.12,word,(의제 7.12 j 그림과 같은 DAS 접지의 SH 계통에 있어서 점에서 1선 지락 고장이 발생하,"(의제 7.12 j 그림과 같은 DAS 접지의 SH 계통에 있어서 점에서 1선 지락 고장이 발생하 였을 경우의 지락 전류를 계산하여라. 단, 기기의 정수는 도시한 바와 같이 송전 선로의 정상 임피던스는 %,= 0.07+ 0.408[Q/km], 영상 임피던스는 % 의 4",ex-song-0312-01,j 그림과 같은 DAS 접지의 SH 계통에 있어서 점에서 1선 지락 고장이 발생하 였을 경우의 지락 전류를 계산하여라.
추출됨,낮음,최신 송배전공학,송배전공학,328,8.2,word,( 여제 8.2 j 그림 8.6과 같이 700[14 1의 발전기가 WYO] 345[kV]o 무한대 모선에 연결,"( 여제 8.2 j 그림 8.6과 같이 700[14 1의 발전기가 WYO] 345[kV]o 무한대 모선에 연결 되어 550[14 ], 역률 0.9(지상)로 HAS 공급하고 US 때 이 계통의 정태 안정 극한 전력은 얼마로 되겠는가 단, 그림에 표시되지 않는 다른 정수는 무시하는",ex-song-0328-01,"j 그림 8.6과 같이 700[14 1의 발전기가 WYO] 345[kV]o 무한대 모선에 연결 되어 550[14 ], 역률 0.9(지상)로 HAS 공급하고 US 때 이 계통의 정태 안정 극한 전력은 얼마로 되겠는가 단, 그림에 표시되지 않는 다른 정수는 무시하는 것으로 한다. 발전기 변압기 변압기 부하 55000) 70000 역들 09(저장) (8) 계통도 E=Mstk ) S 지=3080 2"
추출됨,낮음,최신 송배전공학,송배전공학,330,8.3,word,"( 이제 8.3 [ 그림 8.7과 같은 17] 무한대 모선 ASS 정태 안정도를 해석하여라. 단, 모든 at","( 이제 8.3 [ 그림 8.7과 같은 17] 무한대 모선 ASS 정태 안정도를 해석하여라. 단, 모든 at 2 1,000[MVA] 기준의 단위값이라고 한다. 주 705 jlo",ex-song-0330-01,"[ 그림 8.7과 같은 17] 무한대 모선 ASS 정태 안정도를 해석하여라. 단, 모든 at 2 1,000[MVA] 기준의 단위값이라고 한다. 주 705 jlo Ea 1.05/6, Loot 모밀 계통 Qe 받전기의 전류 be , _ Fil, ~ Blo a= =, [90 발전기의 내부 전압 He B= 476 + 1% E,[0, ~By/0 = E, (8, +2490 ie , al of Te) ="
추출됨,낮음,최신 송배전공학,송배전공학,339,8.5,word,"( 예제 8.5 j 그림 8.14에 보인 계통에서 1선 지락, 2선 지락, 2선 단락 사고가 발생하였을 경우","( 예제 8.5 j 그림 8.14에 보인 계통에서 1선 지락, 2선 지락, 2선 단락 사고가 발생하였을 경우 의 각각의 등가 정상 고장 임피던스를 구하여라. 여기서, , 고장점에서의 고장 전의 상전압",ex-song-0339-01,"j 그림 8.14에 보인 계통에서 1선 지락, 2선 지락, 2선 단락 사고가 발생하였을 경우 의 각각의 등가 정상 고장 임피던스를 구하여라."
추출됨,낮음,최신 송배전공학,송배전공학,370,9.1,word,"예제 9.1 파동 임피던스가 500[으]인 가공 SAN [km] so] 정전 용량, 인덕턴스를 구","예제 9.1 파동 임피던스가 500[으]인 가공 SAN [km] so] 정전 용량, 인덕턴스를 구 하여라. Lkm) 39] 인덕턴스를 L[mH/km], VA 용량을 0[/ /1021라고 하면",ex-song-0370-01,"파동 임피던스가 500[으]인 가공 SAN [km] so] 정전 용량, 인덕턴스를 구 하여라. Lkm) 39] 인덕턴스를 L[mH/km], VA 용량을 0[/ /1021라고 하면 4 파동 임피던스 2 = 5 =s0001 a 전파 속도 v= Jie 3 10 [km/s] 이므로, 이 두 식으로부터 4, ㅇ를 구하면 L=167x 10 [H/km] = 1.67[mH/km] =6.7X10- [F/km"
